Adilabad,Bheempoor,2020-01-01,6.8,16.4,25.8,62.2,96.2,0,3.2
Adilabad,Bheempoor,2020-01-02,0.0,17.1,27.7,65.4,94.8,0,2.1
Adilabad,Bheempoor,2020-01-03,25.8,16.9,22.2,85.6,96.9,0,1.1
Adilabad,Bheempoor,2020-01-04,0.0,15.1,23.0,79.5,98.3,0,1.4
Adilabad,Bheempoor,2020-01-05,0.0,13.2,25.7,63.5,98.2,0,0.7
Adilabad,Bheempoor,2020-01-06,0.0,10.2,26.4,50.9,97.6,0,2.9
Adilabad,Bheempoor,2020-01-07,0.0,14.3,28.0,44.6,96.2,0,1.2
Adilabad,Bheempoor,2020-01-08,0.0,18.8,28.5,55.9,94.9,0,0.8
Adilabad,Bheempoor,2020-01-09,4.5,20.0,29.8,60.8,97.4,0,2.9
Adilabad,Bheempoor,2020-01-10,0.0,11.5,24.3,88.1,96.0,0,1.4
Adilabad,Bheempoor,2020-01-11,0.0,9.3,24.4,56.5,96.0,0,6.5
Adilabad,Bheempoor,2020-01-12,0.0,8.0,25.1,43.3,97.3,0,5.8
Adilabad,Bheempoor,2020-01-13,0.0,8.3,26.9,35.5,97.3,0,5.1
Adilabad,Bheempoor,2020-01-14,0.0,11.0,29.5,29.0,93.6,0,6.2
Adilabad,Bheempoor,2020-01-15,0.0,14.2,30.3,39.8,97.1,0,5.2
Adilabad,Bheempoor,2020-01-16,0.0,15.5,31.0,41.9,93.1,0,7.5
Adilabad,Bheempoor,2020-01-17,0.0,17.3,30.5,43.8,89.7,0,1.3
Adilabad,Bheempoor,2020-01-18,0.0,15.6,28.2,55.7,93.9,0,1.1
Adilabad,Bheempoor,2020-01-19,0.0,15.7,29.9,53.5,96.9,0,2.2
Adilabad,Bheempoor,2020-01-20,0.0,16.3,29.9,55.5,92.7,0,1.4
Adilabad,Bheempoor,2020-01-21,0.0,14.6,28.2,58.9,96.6,0,1.5
Adilabad,Bheempoor,2020-01-22,0.0,17.0,31.8,47.7,96.2,0,3.2
Adilabad,Bheempoor,2020-01-23,0.0,15.4,31.5,48.4,96.0,0,2.9
Adilabad,Bheempoor,2020-01-24,0.0,15.4,32.7,34.0,96.2,0,1.4
Adilabad,Bheempoor,2020-01-25,0.0,14.9,31.0,38.0,94.9,0,1.9
Adilabad,Bheempoor,2020-01-26,0.0,14.0,31.6,40.9,83.1,0,1.5
Adilabad,Bheempoor,2020-01-27,0.0,12.5,30.6,39.1,90.9,0,5.0
Adilabad,Bheempoor,2020-01-28,0.0,20.5,34.6,30.0,75.3,0,6.3
Adilabad,Bheempoor,2020-01-29,0.0,17.0,32.4,36.3,84.3,0,5.8
Adilabad,Bheempoor,2020-01-30,0.0,13.1,30.3,42.0,94.9,0,1.4
Adilabad,Bheempoor,2020-01-31,0.0,9.7,29.2,38.9,93.3,0,2.3
Adilabad,Bheempoor,2020-02-01,0.0,14.8,29.2,35.6,87.2,0,1.5
Adilabad,Bheempoor,2020-02-02,0.0,14.7,29.1,46.5,84.4,0,2.7
Adilabad,Bheempoor,2020-02-03,0.0,18.5,28.6,50.5,84.8,0,2.1
Adilabad,Bheempoor,2020-02-04,0.0,16.9,31.1,46.0,94.5,0,2.0
Adilabad,Bheempoor,2020-02-05,0.0,18.4,32.1,39.1,94.2,0,4.5
Adilabad,Bheempoor,2020-02-06,0.0,16.6,29.6,59.2,91.3,0,1.9
Adilabad,Bheempoor,2020-02-07,0.0,16.7,31.5,46.6,93.8,0,1.2
Adilabad,Bheempoor,2020-02-08,0.0,19.3,30.1,57.0,90.7,0,1.5
Adilabad,Bheempoor,2020-02-09,0.0,15.3,24.8,67.0,94.6,0,1.8
Adilabad,Bheempoor,2020-02-10,0.0,12.7,27.6,55.3,95.3,0,2.2
Adilabad,Bheempoor,2020-02-11,0.0,14.0,29.0,52.9,91.5,0,1.8
Adilabad,Bheempoor,2020-02-12,0.0,15.2,31.4,44.2,91.3,0,3.0
Adilabad,Bheempoor,2020-02-13,0.0,12.4,31.5,36.3,93.3,0,2.8
Adilabad,Bheempoor,2020-02-14,0.0,14.5,32.9,29.7,86.4,0,1.7
Adilabad,Bheempoor,2020-02-15,0.0,12.5,34.0,25.3,90.5,0,1.8
Adilabad,Bheempoor,2020-02-16,0.0,12.5,33.4,32.5,91.7,0,1.8
Adilabad,Bheempoor,2020-02-17,0.0,11.7,34.1,30.2,91.8,0,2.9
Adilabad,Bheempoor,2020-02-18,0.0,8.8,33.9,21.6,90.1,0,2.0
Adilabad,Bheempoor,2020-02-19,0.0,9.6,33.9,17.3,87.2,0,2.3
Adilabad,Bheempoor,2020-02-20,0.0,15.5,34.7,16.9,88.3,0,1.7
Adilabad,Bheempoor,2020-02-21,0.0,18.4,33.8,34.9,90.4,0,3.4
Adilabad,Bheempoor,2020-02-22,0.0,16.5,32.7,43.2,90.2,0,3.0
Adilabad,Bheempoor,2020-02-23,0.0,18.7,34.4,33.1,81.4,0,2.7
Adilabad,Bheempoor,2020-02-24,0.0,18.2,34.7,33.9,81.8,0,2.8
Adilabad,Bheempoor,2020-02-25,0.0,17.9,35.4,31.3,74.4,0,3.0
Adilabad,Bheempoor,2020-02-26,0.0,11.4,31.6,27.9,82.1,0,2.4
Adilabad,Bheempoor,2020-02-27,0.0,10.5,32.1,19.8,59.5,0,2.7
Adilabad,Bheempoor,2020-02-28,0.0,12.5,33.5,24.2,81.9,0,1.5
Adilabad,Bheempoor,2020-02-29,0.0,13.3,34.8,24.0,89.1,0,2.0
Adilabad,Bheempoor,2020-03-01,0.0,17.2,35.0,26.7,86.2,0,2.9
Adilabad,Bheempoor,2020-03-02,0.8,18.8,34.5,35.2,91.4,0,2.6
Adilabad,Bheempoor,2020-03-03,0.0,19.6,34.8,31.7,90.4,0,2.8
Adilabad,Bheempoor,2020-03-04,0.0,15.6,35.4,27.2,83.4,0,3.1
Adilabad,Bheempoor,2020-03-05,0.0,13.9,35.0,20.9,76.2,0,3.0
Adilabad,Bheempoor,2020-03-06,0.0,17.1,34.1,25.8,75.2,0,1.8
Adilabad,Bheempoor,2020-03-07,0.0,16.5,34.6,19.2,72.5,0,4.9
Adilabad,Bheempoor,2020-03-08,0.0,16.7,32.6,34.0,83.5,0,1.3
Adilabad,Bheempoor,2020-03-09,1.8,22.0,33.1,48.1,92.0,0,2.1
Adilabad,Bheempoor,2020-03-10,0.0,20.9,33.5,50.2,94.6,0,2.8
Adilabad,Bheempoor,2020-03-11,0.0,23.8,36.2,38.3,78.9,0,3.9
Adilabad,Bheempoor,2020-03-12,0.0,22.3,35.1,36.1,71.6,0,2.3
Adilabad,Bheempoor,2020-03-13,0.0,22.8,35.3,31.7,87.1,0,1.4
Adilabad,Bheempoor,2020-03-14,1.5,21.9,34.1,44.0,89.3,0,1.6
Adilabad,Bheempoor,2020-03-15,0.0,18.4,33.2,39.6,77.6,0,1.7
Adilabad,Bheempoor,2020-03-16,0.0,20.5,34.4,34.9,83.1,0,2.1
Adilabad,Bheempoor,2020-03-17,0.0,21.9,35.0,40.7,84.9,0,1.9
Adilabad,Bheempoor,2020-03-18,1.3,21.2,37.4,34.0,92.5,0,3.3
Adilabad,Bheempoor,2020-03-19,0.0,21.3,36.4,32.9,87.5,0,4.0
Adilabad,Bheempoor,2020-03-20,0.0,19.8,38.0,22.9,87.2,0,2.4
Adilabad,Bheempoor,2020-03-21,0.0,18.5,37.5,24.4,66.1,0,1.4
Adilabad,Bheempoor,2020-03-22,0.0,15.0,35.9,22.6,69.6,0,3.7
Adilabad,Bheempoor,2020-03-23,0.0,18.1,36.8,19.5,65.6,0,1.4
Adilabad,Bheempoor,2020-03-24,0.0,21.3,37.9,26.1,83.7,0,2.7
Adilabad,Bheempoor,2020-03-25,1.0,21.1,38.0,31.2,93.8,0,2.7
Adilabad,Bheempoor,2020-03-26,0.0,22.1,37.4,30.8,83.0,0,4.8
Adilabad,Bheempoor,2020-03-27,0.0,21.0,37.8,31.4,85.1,0,3.3
Adilabad,Bheempoor,2020-03-28,0.0,23.2,38.4,26.9,79.2,0,3.3
Adilabad,Bheempoor,2020-03-29,5.3,22.5,38.0,33.3,91.6,0,2.4
Adilabad,Bheempoor,2020-03-30,2.3,20.2,37.3,35.6,94.3,0,2.4
Adilabad,Bheempoor,2020-03-31,6.5,21.7,37.8,33.3,89.5,0,2.9
Adilabad,Jainad,2020-01-01,6.7,16.5,25.9,67.4,89.2,0,7.7
Adilabad,Jainad,2020-01-02,0.6,16.9,26.5,73.7,96.2,0,3.5
Adilabad,Jainad,2020-01-03,35.7,16.9,22.5,84.2,99.6,0,6.8
Adilabad,Jainad,2020-01-04,0.0,15.9,21.6,84.6,100.0,0,4.6
Adilabad,Jainad,2020-01-05,0.0,14.7,25.0,71.7,100.0,0,1.0
Adilabad,Jainad,2020-01-06,0.0,10.6,25.4,57.1,98.5,0,9.4
Adilabad,Jainad,2020-01-07,0.0,14.3,27.0,48.7,97.9,0,6.9
Adilabad,Jainad,2020-01-08,0.0,18.8,28.8,57.4,97.4,0,5.0
Adilabad,Jainad,2020-01-09,0.0,19.7,30.2,62.1,99.6,0,13.8
Adilabad,Jainad,2020-01-10,0.0,12.0,24.6,74.0,99.5,0,7.4
Adilabad,Jainad,2020-01-11,0.0,9.2,24.7,56.8,96.8,0,6.8
Adilabad,Jainad,2020-01-12,0.0,8.1,25.6,44.4,98.5,0,4.7
Adilabad,Jainad,2020-01-13,0.0,8.6,27.3,38.6,98.5,0,5.3
Adilabad,Jainad,2020-01-14,0.0,11.5,29.9,31.8,96.2,0,6.0
Adilabad,Jainad,2020-01-15,0.0,14.4,30.7,39.4,98.4,0,5.9
Adilabad,Jainad,2020-01-16,0.0,15.7,31.5,41.7,96.1,0,10.2
Adilabad,Jainad,2020-01-17,0.0,17.6,30.2,45.2,89.6,0,9.9
Adilabad,Jainad,2020-01-18,0.0,16.8,28.9,56.3,95.6,0,4.0
Adilabad,Jainad,2020-01-19,0.0,16.5,30.3,52.3,98.8,0,2.2
Adilabad,Jainad,2020-01-20,0.0,14.9,30.3,55.9,97.3,0,5.7
Adilabad,Jainad,2020-01-21,0.0,15.3,27.5,62.8,98.7,0,5.3
Adilabad,Jainad,2020-01-22,0.0,17.5,32.1,47.6,97.8,0,6.6
Adilabad,Jainad,2020-01-23,0.0,16.3,32.1,47.9,98.5,0,12.9
Adilabad,Jainad,2020-01-24,0.0,15.8,31.9,43.9,96.9,0,3.5
Adilabad,Jainad,2020-01-25,0.0,15.1,30.5,45.5,98.4,0,7.6
Adilabad,Jainad,2020-01-26,0.0,14.5,32.3,44.4,97.7,0,7.0
Adilabad,Jainad,2020-01-27,0.0,12.4,31.0,37.4,97.9,0,6.9
Adilabad,Jainad,2020-01-28,0.0,20.8,34.5,30.7,78.6,0,12.9
Adilabad,Jainad,2020-01-29,0.0,17.2,31.7,37.4,89.5,0,9.6
Adilabad,Jainad,2020-01-30,0.0,13.8,31.0,40.2,96.0,0,4.9
Adilabad,Jainad,2020-01-31,0.0,11.2,28.8,42.8,91.1,0,8.5
Adilabad,Jainad,2020-02-01,0.0,15.1,28.1,40.9,87.1,0,6.0
Adilabad,Jainad,2020-02-02,0.0,15.7,28.3,51.4,83.3,0,8.0
Adilabad,Jainad,2020-02-03,0.0,18.6,27.9,53.3,87.1,0,8.0
Adilabad,Jainad,2020-02-04,0.0,17.7,30.2,51.1,95.4,0,5.4
Adilabad,Jainad,2020-02-05,0.0,20.1,32.2,41.6,94.6,0,15.1
Adilabad,Jainad,2020-02-06,0.0,17.4,29.8,59.1,95.2,0,5.2
Adilabad,Jainad,2020-02-07,0.0,17.3,31.1,53.1,96.2,0,4.4
Adilabad,Jainad,2020-02-08,0.0,19.3,29.4,62.1,94.6,0,8.1
Adilabad,Jainad,2020-02-09,0.0,16.2,23.3,76.6,97.3,0,6.6
Adilabad,Jainad,2020-02-10,0.0,14.4,26.2,62.5,98.3,0,12.9
Adilabad,Jainad,2020-02-11,0.0,16.1,28.9,57.2,92.2,0,4.2
Adilabad,Jainad,2020-02-12,0.0,16.3,30.4,51.8,96.4,0,5.9
Adilabad,Jainad,2020-02-13,0.0,14.2,31.3,36.6,93.7,0,5.9
Adilabad,Jainad,2020-02-14,0.0,16.4,32.2,33.4,84.1,0,6.5
Adilabad,Jainad,2020-02-15,0.0,15.1,33.9,25.2,90.0,0,7.2
Adilabad,Jainad,2020-02-16,0.0,14.9,33.5,33.4,93.4,0,9.1
Adilabad,Jainad,2020-02-17,0.0,13.9,32.7,30.7,91.9,0,5.3
Adilabad,Jainad,2020-02-18,0.0,11.4,32.7,21.6,90.5,0,5.8
Adilabad,Jainad,2020-02-19,0.0,12.1,33.5,18.4,89.0,0,4.5
Adilabad,Jainad,2020-02-20,0.0,17.6,34.2,22.2,86.5,0,10.7
Adilabad,Jainad,2020-02-21,0.0,17.8,33.7,33.3,86.5,0,12.3
Adilabad,Jainad,2020-02-22,0.0,18.4,33.2,40.1,84.0,0,11.1
Adilabad,Jainad,2020-02-23,0.0,19.7,34.4,32.8,81.4,0,9.5
Adilabad,Jainad,2020-02-24,0.0,20.8,35.3,30.8,75.7,0,11.4
Adilabad,Jainad,2020-02-25,0.0,18.0,35.4,32.7,77.0,0,11.3
Adilabad,Jainad,2020-02-26,0.0,13.1,32.0,27.0,82.7,0,9.0
Adilabad,Jainad,2020-02-27,0.0,11.9,32.1,18.4,62.0,0,6.9
Adilabad,Jainad,2020-02-28,0.0,13.7,33.5,22.3,82.0,0,8.4
Adilabad,Jainad,2020-02-29,0.0,14.6,34.1,23.7,86.5,0,7.7
Adilabad,Jainad,2020-03-01,0.0,16.8,35.3,27.2,86.0,0,9.5
Adilabad,Jainad,2020-03-02,0.0,19.6,34.4,31.9,76.9,0,18.2
Adilabad,Jainad,2020-03-03,0.0,20.3,35.9,30.9,83.1,0,13.1
Adilabad,Jainad,2020-03-04,0.0,18.5,35.4,29.9,79.3,0,12.3
Adilabad,Jainad,2020-03-05,0.0,15.4,35.5,24.1,73.7,0,12.5
Adilabad,Jainad,2020-03-06,0.0,20.4,34.8,24.5,83.9,0,4.9
Adilabad,Jainad,2020-03-07,0.0,20.0,33.9,29.6,76.1,0,15.1
Adilabad,Jainad,2020-03-08,0.0,20.7,34.5,30.9,71.4,0,13.3
Adilabad,Jainad,2020-03-09,13.9,22.2,32.9,46.1,89.2,0,6.5
Adilabad,Jainad,2020-03-10,9.9,21.3,32.9,52.8,91.1,0,11.4
Adilabad,Jainad,2020-03-11,0.0,24.0,35.9,35.7,79.6,0,16.1
Adilabad,Jainad,2020-03-12,0.0,21.8,35.4,34.2,73.3,0,9.2
Adilabad,Jainad,2020-03-13,0.0,23.3,36.3,31.9,82.1,0,8.1
Adilabad,Jainad,2020-03-14,5.3,22.4,34.2,46.1,90.7,0,12.7
Adilabad,Jainad,2020-03-15,0.0,20.5,33.5,44.9,84.9,0,8.6
Adilabad,Jainad,2020-03-16,0.0,21.2,34.6,40.5,83.2,0,6.7
Adilabad,Jainad,2020-03-17,0.0,20.8,35.6,35.8,85.1,0,11.9
Adilabad,Jainad,2020-03-18,5.3,21.0,36.9,32.6,89.7,0,10.8
Adilabad,Jainad,2020-03-19,2.7,21.2,35.9,33.7,90.7,0,18.8
Adilabad,Jainad,2020-03-20,2.3,20.0,38.0,34.0,86.6,0,11.2
Adilabad,Jainad,2020-03-21,0.0,19.4,37.2,30.6,85.3,0,8.3
Adilabad,Jainad,2020-03-22,0.0,15.9,36.3,27.4,79.7,0,8.4
Adilabad,Jainad,2020-03-23,0.0,18.8,36.9,19.1,75.3,0,6.7
Adilabad,Jainad,2020-03-24,0.0,22.8,37.5,24.6,79.8,0,10.6
Adilabad,Jainad,2020-03-25,0.0,22.3,37.8,28.5,84.4,0,14.2
Adilabad,Jainad,2020-03-26,0.0,21.8,37.4,33.0,83.0,0,14.3
Adilabad,Jainad,2020-03-27,0.0,21.8,37.7,30.3,81.7,0,8.4
Adilabad,Jainad,2020-03-28,0.0,22.9,38.8,27.6,77.6,0,12.9
Adilabad,Jainad,2020-03-29,1.8,22.3,37.7,33.2,89.7,0,16.2
Adilabad,Jainad,2020-03-30,0.0,22.2,37.7,34.6,81.4,0,14.3
Adilabad,Jainad,2020-03-31,7.4,22.3,38.0,29.2,84.9,0,20.9
Adilabad,Bela,2020-01-01,2.5,16.5,25.9,68.0,96.9,0,3.3
Adilabad,Bela,2020-01-02,1.3,16.8,27.2,70.1,96.3,0,1.3
Adilabad,Bela,2020-01-03,10.5,17.3,23.3,82.8,98.4,0,1.9
Adilabad,Bela,2020-01-04,0.0,16.2,21.1,86.6,99.1,0,1.2
Adilabad,Bela,2020-01-05,0.0,14.7,25.6,68.2,100.0,0,0.8
Adilabad,Bela,2020-01-06,0.0,11.2,25.6,54.5,94.2,0,2.0
Adilabad,Bela,2020-01-07,0.0,14.8,27.5,49.8,92.6,0,1.6
Adilabad,Bela,2020-01-08,0.0,19.3,29.2,55.7,93.7,0,1.3
Adilabad,Bela,2020-01-09,9.5,20.0,29.5,62.3,98.5,0,3.0
Adilabad,Bela,2020-01-10,0.5,10.8,23.1,90.7,98.2,0,1.3
Adilabad,Bela,2020-01-11,0.0,8.4,23.9,68.0,100.0,0,0.1
Adilabad,Bela,2020-01-12,0.0,7.8,26.3,37.7,100.0,0,
Adilabad,Bela,2020-01-13,0.0,8.8,27.2,58.9,99.4,0,
Adilabad,Bela,2020-01-14,0.0,11.8,29.5,31.1,96.2,0,
Adilabad,Bela,2020-01-15,0.0,13.8,30.9,35.3,100.0,0,
Adilabad,Bela,2020-01-16,0.0,14.4,31.4,28.0,100.0,0,
Adilabad,Bela,2020-01-17,0.0,17.4,29.8,42.4,91.3,0,1.5
Adilabad,Bela,2020-01-18,0.0,17.5,29.6,53.9,95.4,0,1.4
Adilabad,Bela,2020-01-19,0.0,15.8,29.7,55.5,98.3,0,1.4
Adilabad,Bela,2020-01-20,0.0,15.2,29.9,54.8,96.8,0,0.9
Adilabad,Bela,2020-01-21,0.0,15.0,27.5,65.2,97.9,0,1.3
Adilabad,Bela,2020-01-22,0.0,18.3,31.6,48.0,94.4,0,3.2
Adilabad,Bela,2020-01-23,0.0,15.9,32.0,52.6,97.1,0,2.2
Adilabad,Bela,2020-01-24,0.0,15.7,32.2,44.9,96.3,0,1.1
Adilabad,Bela,2020-01-25,0.0,14.6,30.8,43.4,97.4,0,4.3
Adilabad,Bela,2020-01-26,0.0,14.3,31.6,44.5,96.2,0,10.8
Adilabad,Bela,2020-01-27,0.0,11.6,30.8,36.9,95.5,0,3.6
Adilabad,Bela,2020-01-28,0.0,20.7,34.0,27.7,78.4,0,5.4
Adilabad,Bela,2020-01-29,0.0,16.4,31.6,38.7,89.8,0,5.5
Adilabad,Bela,2020-01-30,0.0,13.0,30.1,47.6,83.2,0,12.1
Adilabad,Bela,2020-01-31,0.0,10.9,28.3,45.2,81.6,0,12.3
Adilabad,Bela,2020-02-01,0.0,15.7,27.9,46.8,78.8,0,14.0
Adilabad,Bela,2020-02-02,0.0,16.5,27.8,56.4,78.7,0,15.7
Adilabad,Bela,2020-02-03,0.0,18.5,28.2,52.2,84.4,0,1.5
Adilabad,Bela,2020-02-04,0.0,17.7,29.5,52.2,94.0,0,8.7
Adilabad,Bela,2020-02-05,0.0,19.8,31.5,50.2,84.6,0,14.8
Adilabad,Bela,2020-02-06,0.0,16.9,29.6,58.8,93.2,0,7.6
Adilabad,Bela,2020-02-07,0.0,16.6,31.5,46.8,86.3,0,10.5
Adilabad,Bela,2020-02-08,1.3,19.1,29.3,65.8,88.3,0,15.2
Adilabad,Bela,2020-02-09,0.0,16.3,23.6,75.5,89.6,0,18.5
Adilabad,Bela,2020-02-10,0.0,13.0,26.0,68.1,90.5,0,14.2
Adilabad,Bela,2020-02-11,0.0,14.9,29.2,62.4,88.0,0,12.5
Adilabad,Bela,2020-02-12,0.0,15.0,30.1,56.6,85.3,0,11.1
Adilabad,Bela,2020-02-13,0.0,12.7,31.3,37.0,81.2,0,14.7
Adilabad,Bela,2020-02-14,0.0,14.3,31.9,41.0,79.6,0,12.6
Adilabad,Bela,2020-02-15,0.0,13.4,33.5,28.7,75.6,0,7.1
Adilabad,Bela,2020-02-16,0.0,13.8,32.0,37.9,77.1,0,11.8
Adilabad,Bela,2020-02-17,0.0,12.3,33.4,30.8,91.2,0,1.7
Adilabad,Bela,2020-02-18,0.0,9.3,33.1,23.8,89.7,0,1.6
Adilabad,Bela,2020-02-19,0.0,10.0,33.2,19.1,88.5,0,1.6
Adilabad,Bela,2020-02-20,0.0,17.5,34.4,26.5,82.8,0,8.0
Adilabad,Bela,2020-02-21,0.0,19.5,34.1,39.0,73.7,0,6.0
Adilabad,Bela,2020-02-22,0.0,17.9,33.3,45.1,76.4,0,11.4
Adilabad,Bela,2020-02-23,0.0,20.6,33.8,39.6,68.0,0,12.1
Adilabad,Bela,2020-02-24,0.0,23.1,35.4,34.1,72.4,0,6.3
Adilabad,Bela,2020-02-25,0.0,19.0,34.8,34.8,86.8,0,2.8
Adilabad,Bela,2020-02-26,0.0,12.6,31.5,35.0,76.6,0,13.2
Adilabad,Bela,2020-02-27,0.0,12.9,31.8,20.8,61.9,0,1.8
Adilabad,Bela,2020-02-28,0.0,13.0,32.8,24.8,85.9,0,1.7
Adilabad,Bela,2020-02-29,0.0,14.3,34.1,26.2,86.4,0,2.6
Adilabad,Bela,2020-03-01,0.0,16.6,34.7,29.3,90.0,0,1.9
Adilabad,Bela,2020-03-02,0.0,19.6,34.2,33.3,80.8,0,2.5
Adilabad,Bela,2020-03-03,0.0,21.3,35.3,34.9,83.1,0,2.6
Adilabad,Bela,2020-03-04,0.0,18.0,35.2,32.5,89.2,0,1.6
Adilabad,Bela,2020-03-05,0.0,14.8,35.8,26.2,75.0,0,2.4
Adilabad,Bela,2020-03-06,0.0,20.9,34.3,26.3,86.3,0,1.7
Adilabad,Bela,2020-03-07,0.0,20.0,33.7,33.1,81.1,0,4.1
Adilabad,Bela,2020-03-08,0.0,21.3,33.7,34.5,79.7,0,2.1
Adilabad,Bela,2020-03-09,4.9,21.9,33.4,48.4,94.0,0,2.0
Adilabad,Bela,2020-03-10,0.0,21.7,32.7,58.9,94.2,0,3.6
Adilabad,Bela,2020-03-11,0.0,24.1,36.0,37.1,84.6,0,2.4
Adilabad,Bela,2020-03-12,0.0,21.8,35.9,40.6,82.3,0,3.9
Adilabad,Bela,2020-03-13,0.0,23.9,35.9,37.0,83.3,0,2.2
Adilabad,Bela,2020-03-14,5.7,22.0,32.9,52.8,96.3,0,2.0
Adilabad,Bela,2020-03-15,0.0,21.4,32.2,56.6,90.9,0,1.1
Adilabad,Bela,2020-03-16,0.0,21.1,34.1,46.8,90.5,0,2.2
Adilabad,Bela,2020-03-17,0.0,20.6,35.4,41.8,92.2,0,1.8
Adilabad,Bela,2020-03-18,11.3,20.9,35.7,38.2,94.6,0,2.5
Adilabad,Bela,2020-03-19,5.1,21.1,35.4,39.0,95.7,0,1.9
Adilabad,Bela,2020-03-20,0.0,19.7,37.4,33.7,91.4,0,1.8
Adilabad,Bela,2020-03-21,0.0,19.6,36.9,39.0,90.1,0,2.7
Adilabad,Bela,2020-03-22,0.0,16.5,35.6,29.5,85.1,0,2.2
Adilabad,Bela,2020-03-23,0.0,18.0,36.5,20.6,83.3,0,1.2
Adilabad,Bela,2020-03-24,0.0,22.4,37.6,27.3,85.2,0,1.6
Adilabad,Bela,2020-03-25,0.0,21.7,37.7,30.6,91.5,0,1.8
Adilabad,Bela,2020-03-26,0.2,21.7,37.2,32.4,84.9,0,3.9
Adilabad,Bela,2020-03-27,0.0,21.8,37.5,32.6,87.7,0,1.3
Adilabad,Bela,2020-03-28,0.0,22.9,38.1,30.2,82.1,0,2.5
Adilabad,Bela,2020-03-29,0.0,22.3,37.4,35.1,90.6,0,4.7
Adilabad,Bela,2020-03-30,0.0,21.9,37.6,37.4,83.2,0,2.5
Adilabad,Bela,2020-03-31,2.7,21.9,37.8,32.1,90.8,0,3.6
Adilabad,Gadiguda,2020-01-01,0.0,17.6,27.7,67.6,99.9,0,2.5
Adilabad,Gadiguda,2020-01-02,0.0,18.1,30.4,70.9,99.9,0,1.0
Adilabad,Gadiguda,2020-01-03,26.8,17.3,27.5,77.9,99.9,0,1.3
Adilabad,Gadiguda,2020-01-04,0.0,16.5,23.0,90.6,99.9,0,1.2
Adilabad,Gadiguda,2020-01-05,0.0,14.7,24.8,68.0,98.3,0,0.7
Adilabad,Gadiguda,2020-01-06,0.0,12.2,25.8,53.4,95.8,0,2.0
Adilabad,Gadiguda,2020-01-07,0.0,15.3,27.5,50.1,99.9,0,1.3
Adilabad,Gadiguda,2020-01-08,0.0,19.2,29.5,54.7,93.6,0,1.1
Adilabad,Gadiguda,2020-01-09,0.0,20.0,29.2,62.2,97.9,0,2.5
Adilabad,Gadiguda,2020-01-10,0.0,10.8,22.2,91.9,100.0,0,0.7
Adilabad,Gadiguda,2020-01-11,0.0,8.4,23.9,68.0,100.0,0,0.1
Adilabad,Gadiguda,2020-01-12,0.0,7.8,26.3,37.7,100.0,0,
Adilabad,Gadiguda,2020-01-13,0.0,11.5,26.1,58.9,99.4,0,
Adilabad,Gadiguda,2020-01-14,0.0,14.1,29.4,22.6,76.1,0,
Adilabad,Gadiguda,2020-01-15,0.0,13.8,30.9,35.3,100.0,0,
Adilabad,Gadiguda,2020-01-16,0.0,14.4,31.4,28.0,100.0,0,
Adilabad,Gadiguda,2020-01-17,0.0,15.8,29.8,42.4,100.0,0,1.5
Adilabad,Gadiguda,2020-01-18,0.0,16.8,29.5,51.5,100.0,0,1.4
Adilabad,Gadiguda,2020-01-19,0.0,15.5,30.3,49.5,100.0,0,1.2
Adilabad,Gadiguda,2020-01-20,0.0,14.3,30.4,55.9,100.0,0,0.2
Adilabad,Gadiguda,2020-01-21,0.0,15.2,26.7,81.6,100.0,0,1.0
Adilabad,Gadiguda,2020-01-22,0.0,16.6,32.2,47.8,100.0,0,6.0
Adilabad,Gadiguda,2020-01-23,0.0,15.6,31.8,53.3,100.0,0,0.1
Adilabad,Gadiguda,2020-01-24,0.0,14.8,32.4,44.4,100.0,0,0.3
Adilabad,Gadiguda,2020-01-25,0.0,14.7,30.9,40.9,100.0,0,9.8
Adilabad,Gadiguda,2020-01-26,0.0,14.7,30.5,37.3,100.0,0,29.6
Adilabad,Gadiguda,2020-01-27,0.0,11.8,30.1,31.9,100.0,0,8.1
Adilabad,Gadiguda,2020-01-28,0.0,18.0,35.1,21.5,89.1,0,7.5
Adilabad,Gadiguda,2020-01-29,0.0,15.1,32.2,37.1,99.0,0,5.7
Adilabad,Gadiguda,2020-01-30,0.0,12.9,29.0,39.8,100.0,0,12.8
Adilabad,Gadiguda,2020-01-31,0.0,10.1,27.9,43.0,100.0,0,15.3
Adilabad,Gadiguda,2020-02-01,0.0,15.6,29.3,34.5,82.3,0,5.2
Adilabad,Gadiguda,2020-02-02,0.0,16.1,27.5,58.1,85.1,0,6.3
Adilabad,Gadiguda,2020-02-03,0.0,18.2,28.7,51.9,89.9,0,1.2
Adilabad,Gadiguda,2020-02-04,0.0,17.4,30.4,45.4,100.0,0,4.3
Adilabad,Gadiguda,2020-02-05,0.0,20.1,32.8,42.2,92.3,0,14.6
Adilabad,Gadiguda,2020-02-06,0.0,15.9,29.6,59.2,100.0,0,4.7
Adilabad,Gadiguda,2020-02-07,0.0,16.1,32.5,35.6,100.0,0,14.7
Adilabad,Gadiguda,2020-02-08,0.0,17.8,31.5,49.9,100.0,0,12.7
Adilabad,Gadiguda,2020-02-09,0.5,16.3,21.6,99.6,100.0,0,10.1
Adilabad,Gadiguda,2020-02-10,0.0,12.9,26.2,66.5,100.0,0,1.5
